path,Fld Applictn,Abstract,File,Title,Start Date,Expected Total Amt.,Prgm Manager,Expires,Investigator,NSF Org,Sponsor,Type,Program Ref,Award Instr.,Award Number,NSF Program,Latest Amendment Date
dbfs:/data-mining/nsf-abstract/original/awd_1992_04/a9204788.txt,0000099 Other Applications NEC  42 Geological Sciences,"This award provides 67% of the funds needed to acquire  research-grade petrographic microscopes for the Department of  Geological Sciences at the State University of New York in  Binghamton. The University is committed to providing the remaining  33% required for this acquisition.  The microscopes will be used initially by faculty and graduate  students in the Department of Geological Sciences who are involved  in research on the study of evaporite cores from Death Valley,  Saline Valley, and Bristol Dry Lake, California as indicators of  past climate changes.",a9204788,Acquisition of Research-Grade Petrographic and Binocular Microscopes,"July 15, 1992",$30554 (Estimated),Daniel F. Weill  EAR DIVISION OF EARTH SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"June 30, 1994 (Estimated)",Tim K. Lowenstein (Principal Investigator current) Robert V. Demicco (Co-Principal Investigator current),EAR,"SUNY Binghamton Vestal Parkway East Binghamton, NY 13901 607/777-2000",Award,"",Standard Grant,9204788,1580 INSTRUMENTATION & FACILITIES,"June 16, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_03/a9203289.txt,0106000 Materials Research  13 Physics,"Interfacial phenomena have become a frontier in polymer science,  and much excitement is being generated in a wide variety of the  areas dealing with molecular organization and self-assembly of  surface-active polymers, forces between surfaces with adsorbed  polymer chains, interface-mediated chain conformations and polymer-  segment density profiles at interfaces.   This is a project directed at the polymer-chain transport on  monolayers at the interfaces of air/water and oil/water and toward  such interfaces. With the interfacial dynamic techniques of 1)  surface-fluorescence recovery after photobleaching, 2) surface  quasielastic light scattering, and 3) electrocapillary-wave  diffraction in conjunction with the interfacial static techniques  of neutron reflectivity and spectroscopic ellipsometry, the  investigators will examine (1) polymer lateral diffusion on the  interface of air/water (A/W) and oil/water (O/W); (2) polymer  monolayer viscoelasticity at A/W and at air/polymer interface; (3)  polymeric interfaces and effect of copolymers as the surfactants;  and (4) extend chain diffusion studies to electrophoresis of  polyelectrolytes with the technique of electric-field-modulated  Forced Rayleigh Scattering.",a9203289,Polymer Dynamics on Monolayers and in Complex Media,"June 1, 1992",$585000 (Estimated),Andrew J. Lovinger  DMR DIVISION OF MATERIALS RESEARCH  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"May 31, 1997 (Estimated)",Hyuk Yu yu@chem.wisc.edu (Principal Investigator current),DMR,"U of Wisconsin Madison 750 University Ave Madison, WI 537061490 608/262-3822",Award,"1773,9161,AMPP,",Continuing grant,9203289,1773 POLYMERS,"June 20, 1996"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208751.txt,0000099 Other Applications NEC  41 Atmospheric Sciences,"The importance of atmospheric frontal boundaries to general  weather patterns has been known for some time and has been the  subject of many studies. Typically, frontal structures are several  hundreds of kilometers long and tens of kilometers wide. Imbedded  within the larger frontal structures are features that range from  a few to approximately ten kilometers in scale. Understanding of  these substructures is considered important to furthering our  knowledge of the atmospheric factors that determine the exact  location, timing and magnitude of mesoscale meteorological  phenomena such as locally heavy precipitation events.  Using numerical models the Principal Investigator will  investigate two important mesoscale aspects of frontal structures.  The first is to explain the phenomenon of the collapse of a frontal  surface to a very small scale. This process is not well  understood, but is important to understanding frontal structures  and evolution.  A second avenue of research is the effects of topography on  fronts. Again, this is an important area of research for  understanding frontal evolutions. The Principal Investigator will  continue his research as to how fronts are effected by mountains  under certain synoptic meteorological environments.",a9208751,Frontal Modeling,"March 1, 1993",$171800 (Estimated),Stephan P. Nelson  ATM DIVISION OF ATMOSPHERIC SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"February 29, 1996 (Estimated)",Roger T. Williams rtwillia@nps.navy.mil (Principal Investigator current) Melinda S. Peng (Co-Principal Investigator current),ATM,"Naval Postgraduate School Code 09 Monterey, CA 93943 408/656-2099",Award,"0000,OTHR,",Continuing grant,9208751,1525 MESOSCALE DYNAMIC METEOROLOGY,"February 15, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_07/a9207910.txt,0000099 Other Applications NEC  41 Atmospheric Sciences,"The object of this research is the meteorological  interpretation of the observed electrical structure (electric  field) of several mesoscale convective systems which occurred in  Oklahoma in 1991. Cognate meteorological observations, including  airborne radar and cloud physics, were also made by two research  aircraft. Particular emphasis will be devoted to the electrical  structure, and its meteorological origin, of regions of stratiform  clouds and \"bow (radar) echoes\".",a9207910,"Electric Field, Charge Density, and Structure of Mesoscale Convective Systems","May 1, 1993",$86589 (Estimated),Stephan P. Nelson  ATM DIVISION OF ATMOSPHERIC SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"April 30, 1997 (Estimated)",W. David Rust (Principal Investigator current) Peter J. Lamb (Co-Principal Investigator current),ATM,"U of Oklahoma 1000 Asp Avenue, Room 314 Norman, OK 73019 405/325-4757",Award,"0000,OTHR,",Continuing grant,9207910,1522 PHYSICAL METEOROLOGY,"August 3, 1995"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208614.txt,0106000 Materials Research  12 Chemistry,"This project is in the general area of analytical and surface  chemistry and in the subfield of electrosynthesis. It is part of  a joint National Science Foundation/Electric Power Research  Institute program of research on electrochemical synthesis.  During the tenure of this three-year standard grant, Professors  Natan and Allara and their students will carry out experimental  studies of the extent to which structured interfaces can be used  to induce selectivity in electrosynthetic processes. Three  research thrusts will be pursued: electrocatalysis at conducting  inorganic materials, enantioselective electrochemistry at chiral  self-assembled monolayers and at chiral semiconductors, and  functionalization of gallium arsenide with organothiolate films.  In the first two thrusts, the electrode structure is tailored to  function in a highly specific way using established criteria from  biological and organic chemistry. The research on gallium  arsenide is exploratory and capitalizes on recent discoveries in  the principal investigators' laboratories. All three thrusts  involve extensive characterization of the electrochemical  interface using both in situ and ex situ techniques.  %%%  This research should lead to an enhanced understanding of those  factors which control chiral electrosynthesis. The successful  attainment of the goals of this project could enable the design of  efficient and environmentally benign electrosynthetic routes to  the production of specialty chemicals.",a9208614,Electrochemical Synthesis at Highly Structured Interfaces,"September 1, 1992",$340000 (Estimated),CHE DIVISION OF CHEMISTRY  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"August 31, 1996 (Estimated)",Michael J. Natan natan@chem.psu.edu (Principal Investigator current) David L. Allara (Co-Principal Investigator current),CHE,"PA St U University Park 201 Old Main University Park, PA 168021503 814/865-4700",Award,"9298,",Standard Grant,9208614,1974 ANALYTICAL SEPARATIONS & MEAS.,"August 17, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_03/a9203665.txt,0201000 Agriculture  61 Life Science Biological,"This is an individual award for the Postdoctoral Fellowship in  Plant Biology. The applicant received his Ph.D. from Michigan  State University working on the molecular biology of the  photosynthetic membrane proteins in Synechocystis. He plans to  carry out his postdoctoral fellowship research in the laboratory of  Dr. Allan Bennett at the University of California at Davis. The  proposed research entitled \"Analysis of the molecular mechanisms  controlling guard cell function\" will broaden the applicant's  scientific training into plant cell biology, physiology and  biochemistry. The applicant plans a 6 month foreign experience in  the laboratory of Dr. Goffeau at Universite Catholique de Louvain,  in Belgium.",a9203665,Proposal Research Fellowship in Plant Biology,"October 1, 1992",$66710 (Estimated),THOMAS QUARLES  DBI DIV OF BIOLOGICAL INFRASTRUCTURE  BIO DIRECT FOR BIOLOGICAL SCIENCES,"September 30, 1994 (Estimated)",Lawrence B. Smart (Principal Investigator current),DBI,Fellowships,Award,"1101,",Fellowship,9203665,1101 SPECIAL PROJECTS,"July 19, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_05/a9205603.txt,0000099 Other Applications NEC  42 Geological Sciences,"The PI will continue exploration of field behavior as recorded  in Matuyama-aged volcanics from the Hawaii, Society Island and  Reunion hotspots and others currently under investigation. In  various stages of completion are studies of six transition zones  corresponding to events which bound the Olduvai and Reunion  subchrons recorded on the islands of Molokai, Moorea and Reunion.  For each investigation, he will conduct complete-vector studies  utilizing, in particular new-refined multi-specimen approach to  absolute paleointensity. In order to ascertain with certainty the  actual reversals involved,m he will also obtain radiometric ages  for each thus far undated section.",a9205603,Paleomagnetic Studies of Transitional Behavior Recorded in Pleistocene Lavas with Emphasis on Long-Lived Field States,"August 1, 1992",$200000 (Estimated),Robin Reichlin  EAR DIVISION OF EARTH SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"July 31, 1996 (Estimated)",Kenneth A. Hoffman (Principal Investigator current),EAR,Cal Poly St University Fdn,Award,"0000,9178,9229,OTHR,",Continuing grant,9205603,1574 GEOPHYSICS,"January 25, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_06/a9206408.txt,0000099 Other Applications NEC  13 Physics,"Professor Fortson and his research group are engaged in the  search for the electric dipole moment of the electron. According  to standard theory, the electron is a structureless point  particle with unit negative charge and therefore must have a zero  electric dipole moment. However very precise, very sensitive  searches for a nonzero measurement are important because a  nonzero dipole moment would imply that parity-time reversal  symmetry is violated in nature. In his latest results Professor  Fortson sees a suggestion of a possible nonzero result just at  the limits of his instrumental detection sensitivity. This new  grant would permit him to improve his sensitivity sufficiently to  declare with certainty whether or not the electric dipole moment  of the electron has been found.",a9206408,Parity and Time Reversal Tests in Atoms,"May 15, 1992",$665317 (Estimated),C. Denise Caldwell  PHY DIVISION OF PHYSICS  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"October 31, 1995 (Estimated)",Norval Fortson fortson@dirac.phys.washington.edu (Principal Investigator current) Blayne R. Heckel (Co-Principal Investigator current) Steve K. Lamoreaux (Co-Principal Investigator current),PHY,"U of Washington 3935 University Way NE Seattle, WA 981056613 206/543-4043",Award,"0000,OTHR,",Continuing grant,9206408,1241 ATOMIC & MOLECULAR PHYSICS,"June 30, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_09/a9209775.txt,0308000 Industrial Technology  56 Engineering-Mechanical,"The goal of this RIA award is to understand the reasons for the  reduction in the densification rate of ceramic matrices when low  volume fractions of inclusions are incorporated in the particle  compact. Experiments will be performed to: (1) identify critical  parameters that can be used to predict the densification of the  composites, and (2) explore the ways in which processing  variables affect the critical parameters. This understanding  will lead to processing strategies that produce dense, defect-  free ceramic composites.",a9209775,RIA: Densification of Ceramic Matrix Composites,"August 15, 1992",$100000 (Estimated),Jerome Sackman  CMS DIV OF CIVIL AND MECHANICAL SYSTEMS  ENG DIRECTORATE FOR ENGINEERING,"July 31, 1996 (Estimated)",Rajendra K. Bordia bordia@u.washington.edu (Principal Investigator current),CMS,"U of Washington 3935 University Way NE Seattle, WA 981056613 206/543-4043",Award,"",Standard Grant,9209775,1630 MECHANICS & STRUCTURE OF MATER,"August 25, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_03/a9203299.txt,0000099 Other Applications NEC  21 Mathematics,"The investigator studies several mathematical models for  biological and chemical systems. These include models for  electrically excitable cells such as pancreatic beta-cells, and  models for pattern formation on isothermal catalyst surfaces.  Numerous models have been developed to test different hypothesis  for the biophysical mechanisms that underlie the electrical  activity in these cells. New analytic methods will be developed  to predict and classify the variety of different behaviors of  solutions to these recent models. Systems that model coupled  beta-cells are also considered. Very complex behaviors including  standing waves, rotating spirals, and chaotic dynamics have been  observed experimentally on catalyst surfaces. Several models are  studied in order to understand the underlying mathematical  mechanisms responsible for this rich structure of pattern  formation.  Pancreatic beta-cells are responsible for the secretion of  insulin. This analysis will be used to determine the relative  contributions of different ion currents to the beta-cell  electrical activity. It will help in understanding which of  these currents are responsible for bursting activity in the  cells, and which currents govern the duration of each burst.  Moreover, this analysis will be used to identify glucose-sensing  mechanisms and determine the role of the electrical activity in  stimulating insulin release. This work contributes to  fundamental understanding of pancreatic functions. Topics on the  formation of surface patterns arise in connection with studies of  the behavior of catalysts.",a9203299,Mathematical Sciences: Dynamics in some Biological and Chemical Systems,"August 15, 1992",$123329 (Estimated),Michael H. Steuerwalt  DMS DIVISION OF MATHEMATICAL SCIENCES  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"January 31, 1996 (Estimated)",David Terman (Principal Investigator current),DMS,"Ohio State Univ Res Fdn 1960 Kenny Rd Columbus, OH 432101016 614/292-3732",Award,"0000,OTHR,",Continuing grant,9203299,1266 APPLIED MATHEMATICS,"July 14, 1995"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208022.txt,0000099 Other Applications NEC  64 Environmental Biology,"This project will study the nucleotide sequence data  from one nuclear and three mitochondrial genes to test  the monophyly of the Hystricognathi. Africa and South  American rodents that share a common masticatory  morphology expressed in characters of the  zygomasseteric complex, the lower jaw and chewing  musculature. This study, which will apply molecular  analyses to the problem for the first time, bears  directly on rodent evolution and relationships, on  critical historical biogeographic issues such as the  origin, and pattern, mechanism and timing of dispersal  of the South American Paeogene mammals, and on  paleontological issues such as the origin and  homologies of characters preserved in the earliest  known groups of fossil rodents from the Paleocene and  Eocene.",a9208022,Higher Level Systematics of Rodents: A Molecular Perspective,"January 1, 1993",$216421 (Estimated),James E. Rodman  DEB DIVISION OF ENVIRONMENTAL BIOLOGY  BIO DIRECT FOR BIOLOGICAL SCIENCES,"December 31, 1997 (Estimated)",Rodney L. Honeycutt (Principal Investigator current) John R. Gold (Principal Investigator former),DEB,"Texas A&M Research Fdn 3578 TAMUS College Station, TX 778433578 409/845-8670",Award,"9104,",Standard Grant,9208022,1171 SYSTEMATIC BIOLOGY,"October 24, 1996"
dbfs:/data-mining/nsf-abstract/original/awd_1992_05/a9205997.txt,0000099 Other Applications NEC  61 Life Science Biological,"Telomeres, the specialized structures at chromosome ends, are  essential for the replication and maintenance of chromosomes.  Telomeres are composed of highly repetitive DNA and proteins that  interact with thtat DNA. The Chlamydomonas reinhardtii telomere  repeat sequence, (T4AG3)n, conforms to the telomere repeat motif  (TnAG3) where n=2 in vertebrates, n=3 in plants, and n=4 in  Chlamydomonas. The telomere DNA from yeasts and ciliates has been  studied extensively; it is very G-rich and, in vitro, the G-strand  readily folds into G-G base paired DNA structures that are  unusually stable. The C. reinhardtii telomere DNA is not G-rich,  and, while the G-strand can fold into G-G base paired structures,  these structures are not stable. Chlamydomonas is a unicellular  model organism that can be sstudied using classical and molecular  genetics and that has regular telomere repeat sequences. A  protein, Chhlamydomonas G-strand telomere binding protein (CGTBP),  that binds specifically to the C. reinhardtii G-strand telomere  repeat sequence T4AG3 has been identified and a gene that encodes  this activity has been cloned. The CGTBP gene will be sequenced  and its deduced coding sequence will be compared to known protein  sequences. CGTBP will be analyzed biochemically and the protein  will be localized in the cell by immunomicroscopy. Transcript  and/or protein accumulation will be monitored thtrough the cell  cycle. The phenotypes of cells that have altered levels of CGTBP  will be studied by transformation of Chlamydomonas cells with the  CGTBP gene in the sense or antisense orientation under the control  of regulated promoters.  %%%  In eukaryotic cells, the genetic information is encoded by DNA,  which is packaged with associated proteins into structures called  chromosomes. The chromosomes have highly specialized regions at  their linear ends, called telomeres, which are essential for DNA  replication, and may have additional functions in the cell cycle.  These regions contain characteristic tandemly repeated DNA  sequences and proteins which interact with those repeated  sequences. Very little is known about these telomeric proteins.  This project will provide a great deal of structural information  about one such telomeric protein, and has the potential to provide  information about its function also.",a9205997,Chlamydomonas Telomere Function: A Telomere Binding Protein and its Gene,"July 15, 1992",$283500 (Estimated),Eve Ida Barak  MCB DIV OF MOLECULAR AND CELLULAR BIOSCIENCE BIO DIRECT FOR BIOLOGICAL SCIENCES,"December 31, 1996 (Estimated)",Judith G. Berman judith@biosci.cbs.umn.edu (Principal Investigator current),MCB,"U of Minnesota-Twin Cities 450 University Gateway Minneapolis, MN 554151226 612/625-5000",Award,"1132,9119,9183,BIOT,",Continuing grant,9205997,1132 CELLULAR ORGANIZATION,"April 12, 1996"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208185.txt,0106000 Materials Research  12 Chemistry,"This research project, headed by Professor Emile Schweikert of  Texas A&M University, and supported by the Analytical and  Surface Chemistry Program, addresses questions of the analysis  of solid materials using high energy ion projectiles and  thermal neutrons. Measurement of the kinetic energy of recoil  nuclei will be used to develop a depth profiling method for the  analysis of light elements in solids. Time and spatial  correlation counting of secondary ions, electrons, and photons  generated by the collision of high energy polyatomic ions with  surfaces will be used to study the basic processes of  ion-surface interactions. This work promises an increased  understanding of the physical interactions underlying the use  of ions and thermal neutrons for surface and solid state  analytical applications.  %%%  One of the outstanding problems in solid state materials  analysis is the determination of the concentration of light  elements as a function of distance from the surface of the  solid sample. This research project addresses this problem by  developing an analytical technique which uses neutron induced  reactions of the light element constituents and kinetic energy  measurements of the recoil nuclei produced to obtain depth  profiling information. In addition, this project uses related  experimental methods to investigate the details of the  interaction of high energy polyatomic ions with surfaces, with  a view towards the development of improved surface analytical  methodology. This work will have wide applicability in the  analysis of the surface and bulk composition of materials  important in the electronic device industry.",a9208185,Studies in Surface and Depth Characterization,"July 15, 1992",$427782 (Estimated),Fred M. Hawkridge  CHE DIVISION OF CHEMISTRY  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"October 31, 1996 (Estimated)",Emile A. Schweikert (Principal Investigator current),CHE,"Texas A&M Research Fdn 3578 TAMUS College Station, TX 778433578 409/845-8670",Award,"9161,AMPP,",Continuing grant,9208185,1972 ELECTROCHEMISTRY & SURFACE CHE,"June 13, 1996"
dbfs:/data-mining/nsf-abstract/original/awd_1992_01/a9201363.txt,0000099 Other Applications NEC  21 Mathematics,"The principal investigator on this award will consider the  following local questions in commutative algebra. (1) Is the  symbolic algebra of a monomial prime P(a,b,c) finitely generated?  (2) Is there a solution to the Riemann-Roch problem for high  powers of a nef divisor on a nonsingular projective variety of  dimension greater than or equal to three? (3) Suppose that R and  S are regular local rings with the same quotient field K, and V  is a valuation ring of K such that V dominates R and S? Is there  a regular local ring T such that T can be obtained from both R  and S by sequences of monodial transformations, and such that V  dominates T?  This is research in the field of algebraic geometry, one of  the oldest parts of modern mathematics, but one which has had a  revolutionary flowering in the past quarter-century. In its  origins, it treated figures that could be defined in the plane by  the simplest equations, namely polynomials. Nowadays, the field  makes use of methods not only from algebra, but from analysis and  topology, and conversely is finding application in those fields  as well as in theoretical computer science and robotics.",a9201363,Mathematical Sciences: Local Algebra and Global Cohomology,"July 1, 1992",$40100 (Estimated),Ann K. Boyle  DMS DIVISION OF MATHEMATICAL SCIENCES  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"December 31, 1995 (Estimated)",Steven D. Cutkosky dale@cutkosky.math.missouri.edu (Principal Investigator current),DMS,"U of Missouri Columbia Office of Sponsored Prgm Admin Columbia, MO 65211 573/882-7560",Award,"",Standard Grant,9201363,"1264 ALGEBRA,NUMBER THEORY,AND COM","March 23, 1992"
dbfs:/data-mining/nsf-abstract/original/awd_1992_07/a9207880.txt,0000099 Other Applications NEC  61 Life Science Biological,"Two specific objectives will be pursued during the proposed  project period. The first will be expression of the full length  clone, pCGS11N, which contains the coding information for avian  liver glutamine synthetase, in expression vectors such as pKK223 or  various derivatives thereof. Of special concern will be a  characterization of the expression product, especially its  conformation. Preliminary results indicate the expression product  may aggregate. Since this is likely to render it import-  incompetent, conditions that prevent aggregation and also keep the  protein in an unfolded configuration will be established. The  second major objective will be to establish an in vitro system in  which glutamine synthetase is imported into isolated mitochondria.  If necessary, the original technique of presenting isolated  mitochondria with freshly translated synthetase will be used,  although the use of the pure expression product is now preferable  and is required to establish species- and tissue-specific cytosolic  import factors.  %%%  Seventy-five percent of land vertebrates utilize a uricotelic-type  mechanism for detoxifying ammonia formed during hepatic amino acid  catabolism. Ammonia, formed via the glutamate dehydrogenase  reaction, is converted by glutamine synthetase to the amide  function of glutamine which then exits to the cytosol where it is  utilized for uric acid synthesis. In the ureotelic mechanism,  utilized by mammals and some adult amphibians, ammonia is converted  to citrulline in the mitochondria, which then exits to the cytosol  to be converted to urea. What these two pathways have in common is  that in each case, the ammonia-detoxifying mechanisms are directed  toward converting ammonia formed in the mitochondrial matrix to a  form that does not bind protons during transit of the inner  mitochondrial membrane and therefore does not uncouple oxidative  phosphorylation. What is particularly interesting is that, in  ureotelic vertebrates (e.g., mammals), the enzyme glutamine  synthetase is only found in the cytosol, never in the mitochondria,  whereas in the uricotelic sauropsid vertebrates (reptiles and  birds) the enzyme is localized to mitochondria in the liver but is  cytosolic in other tissues such as neural tissue. A putative  mitochondrial targeting sequence in the avian enzyme, not present  in the mammalian enzyme, has been identified. However, the primary  amino acid sequences of the avian liver (mitochondrial) and neural  tissue (cytosolic) forms are identical, raising the question of how  the differential targeting occurs. This project aims to understand  the molecular events responsible for targeting of the enzyme in  sauropsids. The work is of considerable interest from biochemical,  cell biological, physiological, and evolutionary perspectives.",a9207880,Metabolic Compartmentation of Vertebrate Glutamine Synthetase,"August 15, 1992",$50000 (Estimated),Eve Ida Barak  MCB DIV OF MOLECULAR AND CELLULAR BIOSCIENCE BIO DIRECT FOR BIOLOGICAL SCIENCES,"January 31, 1995 (Estimated)",James W. Campbell (Principal Investigator current),MCB,"William Marsh Rice Univ 6100 Main Street, MS-16 Houston, TX 772511892 713/348-4820",Award,"",Standard Grant,9207880,1132 CELLULAR ORGANIZATION,"April 13, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_05/a9205204.txt,0106000 Materials Research  14 Condensed Matter Physics,"The local structure in thin films of YBa2Cu3O7 (YBCO) and (La  Sr)2CuO4 superconductors will be investigated using a series of  EXAFS experiments. The behavior of the c-axis Cu(1)-O(4) and the  Cu(2)-O(4) bonds as O is removed and reintroduced in the same  sample via anneals will be measured to determine how the  anharmonicity changes with Tc. Substituted samples will be studied  to understand how the local structure and site, Jc, and  quasiparticle lifetimes depend on different dopants. This will be  clarified with c-axis and a-axis films. More dilute concentrations  of Fe, Cu, Ni and Zn in bulk YBCO will be investigated as the low  concentration regime may be important for controlling or limiting  the quasiparticle lifetime.",a9205204,Local Structure in Pure and Substitute Thin Films of High Tc Superconductors: an EXAFS Study,"September 1, 1992",$196515 (Estimated),Jean Toulouse  DMR DIVISION OF MATERIALS RESEARCH  MPS DIRECT FOR MATHEMATICAL & PHYSICAL SCIEN,"August 31, 1996 (Estimated)",Frank G. Bridges bridges@cats.ucsc.edu (Principal Investigator current),DMR,"U of Cal Santa Cruz 1156 High Street Santa Cruz, CA 950641077 408/429-0111",Award,"1761,9161,AMPP,",Continuing grant,9205204,1710 CONDENSED MATTER PHYSICS,"July 25, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_01/a9201499.txt,0204000 Oceanography  43 Biological Oceanography,"The widespread existence of teleplanic or \"long distance\" larvae  of sublittoral invertebrates in the tropical epipelagic waters of  the central Pacific, Atlantic and Indian Oceans supports the  hypothesis that larvae contribute importantly not only to initial  colonization of oceanic islands and, more generally, to the  present continuous or disjunct ranges of such species, but also  to the continuing genetic exchange among islands or even between  islands and far distant continental populations. However, no one  has yet demonstrated in any systematic way that teleplanic larvae  are capable of metamorphosing at the time of their collection in  the open sea. We do not yet know whether teleplanic larvae are  physiologically adapted for remaining planktonic over long  periods of time or whether the lack of further growth already  documented instead is due to low phytoplankton concentrations in  the open ocean. The future research will address these two  questions 1) by obtaining larvae in the open ocean and ascertain  experimentally whether or not these larvae are competent to  metamorphose, (2) by maintaining larvae in the laboratory to  determine whether individuals that would not metamorphose in the  sea eventually become competent to metamorphose, and 3) by  determining whether or not teleplanic larvae are physiologically  capable of further growth given adequate phytoplankton  concentrations or alternatively whether growth stasis, i.e., a  quasi-holoplanktonic state, is achieved.",a9201499,Limits to the Prolonged Planktonic Life Among Larvae of Tropical Benthic Invertebrates and Its Biogeographic Consequences,"May 1, 1992",$54139 (Estimated),OCE DIVISION OF OCEAN SCIENCES  GEO DIRECTORATE FOR GEOSCIENCES,"September 30, 1994 (Estimated)",Rudolf S. Scheltema rscheltema@whoi.edu (Principal Investigator current),OCE,Woods Hole Ocean Inst,Award,"",Standard Grant,9201499,1650 BIOLOGICAL OCEANOGRAPHY,"October 12, 1994"
dbfs:/data-mining/nsf-abstract/original/awd_1992_06/a9206021.txt,0112000 System Theory  55 Engineering-Electrical,"Existing adaptive control  algorithms which can be shown to be  capable of \"globally stabilizing\" a  system without persistent  excitation are either applicable to  process models satisfying  assumptions which recent results  show are unnecessarily restrictive,  or perform very inefficiently and  consequently are of little  practical value. The underlying  reason for this is that to be  applicable to \"large\" classes of  process models, the \"parameterized  design models\" upon which  \"certainty equivalence control\" is  based, almost always have points in  their parameter spaces at which the  design model is unstabilizable -  and at such points certainty  equivalence controller design via  \"design model stabilization\" is  impossible. We propose to deal with  this problem by exploiting the  special capabilities if identifier-  based adaptive controllers  employing switching. We propose to  study switching algorithms of two  different types. The first, called  \"hysteresis switching\" has already  been used to successfully resolve  several long standing problems from  classical model reference adaptive  control. The second, called  \"cyclic switching,\" is in an  earlier stage of development, but  has the potential of yielding  adaptive controllers with  capabilities well beyond those  existing algorithms. Ever since  the introduction of tuning error  normalization by Edgart in 1978,  the concept has been vigorously  exploited. One of the main  benefits of normalization is that  it enables one to obtain  stabilizing adaptive controllers  which are very much simpler in  structure than are algorithms which  do not use normalization. It is  largely for this reason that tuning  error normalization in one form or  another has been so widely utilized  in parameter adaptive control. On  the other hand, it has recently  been observed that, in spite of  their relative complexity,  algorithms not using error  normalization offer several clear  advantages over algorithms which  do. We propose to further develop  the principles of normalization-  free adaptive control, to study the  capabilities of normalization-free  algorithms, and to compare their  performance with the performance of  algorithms of the normalization-  dependent type.",a9206021,Adaptive Stabilization Theory,"April 1, 1993",$190251 (Estimated),Radhakisan S. Baheti  ECS DIV OF ELECTRICAL AND COMMUNICATIONS SYS ENG DIRECTORATE FOR ENGINEERING,"September 30, 1996 (Estimated)",A. Stephen Morse morse@sysc.eng.yale.edu (Principal Investigator current),ECS,"Yale University P.O. Box 208337 New Haven, CT 065208337 203/432-2460",Award,"0000,OTHR,",Continuing grant,9206021,"1518 CONTROL, NETWORKS, & COMP INTE","August 8, 1995"
dbfs:/data-mining/nsf-abstract/original/awd_1992_08/a9208229.txt,0201000 Agriculture  64 Environmental Biology,"In tropical forests, most colonization of small disturbed  areas (e.g., treefall gaps) is from dormant seeds deposited by  animals in intact forest some time before the disturbance  occurs. Such seeds become incorporated into the soil, and  germinate in response to a later disturbance. These \"soil seed  banks\" have profound consequences for such \"pioneer\" plants and  the communities in which they occur. Species composition in  regenerating patches is largely determined by the composition of  the seed bank at the time of disturbance, for example.  Nevertheless, virtually nothing is known about the dynamics of  seed banks, especially rates of seed removal by predators and  pathogens, physiologically-imposed limits to longevity, etc..  This study will make use of carefully replicated experiments to  measure rates of seed arrival, transition from litter to soil,  and removal in order to understand the dynamics of soil seed  banks in detail. I will then examine the consequences of seed  demography for community structure in regenerating forest  patches, as well as for the evolution of ripening phenologies and  plant-disperser relationships. The data gathered in this project  is basic to understanding natural forest regeneration , and to  efforts to preserve or restore species-rich tropical forests.",a9208229,Dynamics of Tropical Forest Seed Banks: Seed Predators as Determinants of Community Structure and Plant-Frugivore Coevolution,"January 1, 1993",$255000 (Estimated),Scott Collins  DEB DIVISION OF ENVIRONMENTAL BIOLOGY  BIO DIRECT FOR BIOLOGICAL SCIENCES,"June 30, 1997 (Estimated)",K. Gregory Murray gmurray@hope.edu (Principal Investigator current),DEB,"Hope College 41 Graves Place Holland, MI 494239000 616/392-5111",Award,"9169,EGCH,",Continuing grant,9208229,1182 ECOLOGY,"May 9, 1996"
